Accession No.,Title,Subtitle,Author 1,Author 2,Author 3,Edition,Publisher,Place,Year,Subject,Class No. ,Location,Availability Message
159,बुजगावणं,,,,,,,,0,Marathi,496.46,Marathi,Krupaya upalabdhtesathi Accession No. (159) counter-var sanga.
160,झाले मी अधांतरी,,,,,,,,0,Marathi,496.46,Marathi,Krupaya upalabdhtesathi Accession No. (160) counter-var sanga.
161,झाले मी अधांतरी,,,,,,,,0,Marathi,496.46,Marathi,Krupaya upalabdhtesathi Accession No. (161) counter-var sanga.
162,फुले आंबेडकर शोध आणि बोध,,,,,,,,0,History,496.46,History,Krupaya upalabdhtesathi Accession No. (162) counter-var sanga.
163,फुले आंबेडकर शोध आणि बोध,,,,,,,,0,History,496.46,History,Krupaya upalabdhtesathi Accession No. (163) counter-var sanga.
164,सामाजिक विचारमंथन,,,,,,,,0,SOCIOLOGY,301,SOCIOLOGY,Krupaya upalabdhtesathi Accession No. (164) counter-var sanga.
165,सामाजिक विचारमंथन,,,,,,,,0,SOCIOLOGY,301,SOCIOLOGY,Krupaya upalabdhtesathi Accession No. (165) counter-var sanga.
166,सामाजिक विचारमंथन,,,,,,,,0,SOCIOLOGY,301,SOCIOLOGY,Krupaya upalabdhtesathi Accession No. (166) counter-var sanga.
167,सामाजिक विचारमंथन,,,,,,,,0,SOCIOLOGY,301,SOCIOLOGY,Krupaya upalabdhtesathi Accession No. (167) counter-var sanga.
168,Faustus,,Datta Kitty,,,,Oxford University Press,New Delhi,0,English,428.6,English,Krupaya upalabdhtesathi Accession No. (168) counter-var sanga.
169,Faustus,,Datta Kitty,,,,Oxford University Press,New Delhi,0,English,428.6,English,Krupaya upalabdhtesathi Accession No. (169) counter-var sanga.
170,Faustus,,Datta Kitty,,,,Oxford University Press,New Delhi,0,English,428.6,English,Krupaya upalabdhtesathi Accession No. (170) counter-var sanga.
171,Faustus,,Datta Kitty,,,,Oxford University Press,New Delhi,0,English,428.6,English,Krupaya upalabdhtesathi Accession No. (171) counter-var sanga.
172,Faustus,,Datta Kitty,,,,Oxford University Press,New Delhi,0,English,428.6,English,Krupaya upalabdhtesathi Accession No. (172) counter-var sanga.
173,Sundar singh,,Davey C. J.,,,,STL Books,Kent,1950,English,428.6,English,Krupaya upalabdhtesathi Accession No. (173) counter-var sanga.
174,Reason,,Yardi V.V.,,,,Poetry Circle,Aurangabad,1997,English,428.6,English,Krupaya upalabdhtesathi Accession No. (174) counter-var sanga.
175,प्राचीन भारत,,,,,,,,0,History,954.01,History,Krupaya upalabdhtesathi Accession No. (175) counter-var sanga.
176,प्राचीन भारत,,,,,,,,0,History,954.01,History,Krupaya upalabdhtesathi Accession No. (176) counter-var sanga.
177,प्राचीन भारत,,,,,,,,0,History,954.01,History,Krupaya upalabdhtesathi Accession No. (177) counter-var sanga.
178,प्राचीन भारत,,,,,,,,0,History,954.01,History,Krupaya upalabdhtesathi Accession No. (178) counter-var sanga.
179,प्राचीन भारत,,,,,,,,0,History,954.01,History,Krupaya upalabdhtesathi Accession No. (179) counter-var sanga.
180,मोगलकालीन भारत,,,,,,,,0,History,954.02,History,Krupaya upalabdhtesathi Accession No. (180) counter-var sanga.
181,मोगलकालीन भारत,,,,,,,,0,History,954.02,History,Krupaya upalabdhtesathi Accession No. (181) counter-var sanga.
182,मोगलकालीन भारत,,,,,,,,0,History,954.02,History,Krupaya upalabdhtesathi Accession No. (182) counter-var sanga.
183,मोगलकालीन भारत,,,,,,,,0,History,954.02,History,Krupaya upalabdhtesathi Accession No. (183) counter-var sanga.
184,मोगलकालीन भारत,,,,,,,,0,History,954.02,History,Krupaya upalabdhtesathi Accession No. (184) counter-var sanga.
185,आधुनिक भारताचा इतिहास,,,,,,,,0,History,954.03,History,Krupaya upalabdhtesathi Accession No. (185) counter-var sanga.
186,आधुनिक भारताचा इतिहास,,,,,,,,0,History,954.03,History,Krupaya upalabdhtesathi Accession No. (186) counter-var sanga.
187,आधुनिक भारताचा इतिहास,,,,,,,,0,History,954.03,History,Krupaya upalabdhtesathi Accession No. (187) counter-var sanga.
188,आधुनिक भारताचा इतिहास,,,,,,,,0,History,954.03,History,Krupaya upalabdhtesathi Accession No. (188) counter-var sanga.
189,आधुनिक भारताचा इतिहास,,,,,,,,0,History,954.03,History,Krupaya upalabdhtesathi Accession No. (189) counter-var sanga.
190,आधुनिक भारताचा इतिहास,,,,,,,,0,History,954.03,History,Krupaya upalabdhtesathi Accession No. (190) counter-var sanga.
191,उपयोजित मराठी,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (191) counter-var sanga.
192,उपयोजित मराठी,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (192) counter-var sanga.
193,उपयोजित मराठी,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (193) counter-var sanga.
194,उपयोजित मराठी,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (194) counter-var sanga.
195,उपयोजित मराठी,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (195) counter-var sanga.
196,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (196) counter-var sanga.
197,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (197) counter-var sanga.
198,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (198) counter-var sanga.
199,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (199) counter-var sanga.
200,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (200) counter-var sanga.
201,उपयोजित मराठी,,कामतीकर प्रकाश,गुंदेकर,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (201) counter-var sanga.
202,उपयोजित मराठी,,कामतीकर प्रकाश,गुंदेकर,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (202) counter-var sanga.
203,उपयोजित मराठी,,कामतीकर प्रकाश,गुंदेकर,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (203) counter-var sanga.
204,उपयोजित मराठी,,कामतीकर प्रकाश,गुंदेकर,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (204) counter-var sanga.
205,उपयोजित मराठी,,कामतीकर प्रकाश,गुंदेकर,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (205) counter-var sanga.
206,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (206) counter-var sanga.
207,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (207) counter-var sanga.
208,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (208) counter-var sanga.
209,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (209) counter-var sanga.
210,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,,,,,,,0,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (210) counter-var sanga.
211,हिंदी कहाणी और भाषा अध्ययन,,देशमुख,दुबे,,,विद्या प्रकाशन,औरंगाबाद,1997,Hindi,491.43,Hindi,Krupaya upalabdhtesathi Accession No. (211) counter-var sanga.
212,हिंदी कहाणी और भाषा अध्ययन,,देशमुख,दुबे,,,विद्या प्रकाशन,औरंगाबाद,1997,Hindi,491.43,Hindi,Krupaya upalabdhtesathi Accession No. (212) counter-var sanga.
213,हिंदी कहाणी और भाषा अध्ययन,,देशमुख,दुबे,,,विद्या प्रकाशन,औरंगाबाद,1997,Hindi,491.43,Hindi,Krupaya upalabdhtesathi Accession No. (213) counter-var sanga.
214,हिंदी कहाणी और भाषा अध्ययन,,देशमुख,दुबे,,,विद्या प्रकाशन,औरंगाबाद,1997,Hindi,491.43,Hindi,Krupaya upalabdhtesathi Accession No. (214) counter-var sanga.
215,हिंदी कहाणी और भाषा अध्ययन,,देशमुख,दुबे,,,विद्या प्रकाशन,औरंगाबाद,1997,Hindi,491.43,Hindi,Krupaya upalabdhtesathi Accession No. (215) counter-var sanga.
216,रंग और दृष्टी,,,,,,,,0,Hindi,491.43,Hindi,Krupaya upalabdhtesathi Accession No. (216) counter-var sanga.
217,रंग और दृष्टी,,,,,,,,0,Hindi,491.43,Hindi,Krupaya upalabdhtesathi Accession No. (217) counter-var sanga.
218,रंग और दृष्टी,,,,,,,,0,Hindi,491.43,Hindi,Krupaya upalabdhtesathi Accession No. (218) counter-var sanga.
219,रंग और दृष्टी,,,,,,,,0,Hindi,491.43,Hindi,Krupaya upalabdhtesathi Accession No. (219) counter-var sanga.
220,रंग और दृष्टी,,,,,,,,0,Hindi,491.43,Hindi,Krupaya upalabdhtesathi Accession No. (220) counter-var sanga.
221,उपयोजित मराठी,,कामतीकर प्रकाश,गुंदेकर,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (221) counter-var sanga.
222,उपयोजित मराठी,,कामतीकर प्रकाश,गुंदेकर,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (222) counter-var sanga.
223,उपयोजित मराठी,,कामतीकर प्रकाश,गुंदेकर,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (223) counter-var sanga.
224,उपयोजित मराठी,,कामतीकर प्रकाश,गुंदेकर,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (224) counter-var sanga.
225,उपयोजित मराठी,,कामतीकर प्रकाश,गुंदेकर,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,491.46,Marathi,Krupaya upalabdhtesathi Accession No. (225) counter-var sanga.
226,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,निटूरे मनोहर,,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,891.4613,Marathi,Krupaya upalabdhtesathi Accession No. (226) counter-var sanga.
227,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,निटूरे मनोहर,,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,891.4613,Marathi,Krupaya upalabdhtesathi Accession No. (227) counter-var sanga.
228,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,निटूरे मनोहर,,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,891.4613,Marathi,Krupaya upalabdhtesathi Accession No. (228) counter-var sanga.
229,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,निटूरे मनोहर,,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,891.4613,Marathi,Krupaya upalabdhtesathi Accession No. (229) counter-var sanga.
230,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,निटूरे मनोहर,,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,891.4613,Marathi,Krupaya upalabdhtesathi Accession No. (230) counter-var sanga.
231,मध्ययुगीन मराठी पद्याचा पायाभूत अभ्यास,,निटूरे मनोहर,,,,विद्या प्रकाशन,औरंगाबाद,1997,Marathi,891.4613,Marathi,Krupaya upalabdhtesathi Accession No. (231) counter-var sanga.
